3.501833728049281724e-01,9.972641286850496556e-01,8.978716145160369200e-01,5.384238161225080033e-01
7.544683000633443104e-01,5.406024178147839088e-02,3.828818511406530956e-01,1.352445897021194998e-01
4.744193128491388523e-01,1.787691444055483636e-01,1.027265335607928654e-01,3.091841426429374762e-01
7.706623863882946512e-01,1.412875580470162040e-01,1.647453111117060942e-01,5.806845029726137586e-02
3.457811416861000797e-01,5.522910174068386135e-01,3.814949961996034755e-01,6.264063507679167309e-01
3.729912068454684926e-01,4.325009385219935609e-01,2.722708010103601639e-01,4.591026767134511744e-01
3.106942900750104819e-01,4.667345184200960562e-01,3.636119700232490759e-01,6.757133361569431784e-01
8.101500895030530058e-01,2.878865337004654634e-03,2.136475991418851361e-01,4.633684234325854412e-01
5.234788933027489932e-02,1.400401703939979647e-01,8.023113506405057382e-01,5.620798599042132748e-01
7.522081015539342497e-01,2.872183495937857822e-01,9.558645937631186085e-01,9.135861859942892016e-01
5.943907319459365013e-01,7.223581617762636631e-01,3.300622645113753251e-01,4.913198028263473516e-01
5.523047831669314345e-02,2.502007884200091459e-01,3.872041097750085203e-01,4.764243304419749636e-01
6.357441127509527723e-01,7.689506706377690071e-01,3.014543230295135823e-01,9.935998438289419532e-01
3.418017349763895485e-01,5.374709420144673233e-01,5.981642598460523708e-02,9.987648613769961603e-02
5.170598684689344804e-01,9.720973594572975829e-01,1.200051738529385181e-01,1.524209684724915359e-01
3.623628633467150806e-01,5.723135825518226305e-01,3.950768060352405353e-01,9.181087384124320128e-01
7.536739271023454867e-01,3.617902590342819691e-01,4.379923599015668190e-01,1.979535718278091494e-01
3.970781189839607261e-01,3.951775170370115386e-01,1.242781390728496804e-01,1.975223213939479860e-01
4.718648201221764538e-02,5.243616862666502509e-01,4.334723012391105135e-01,7.581583923832792005e-01
4.710209656808135303e-01,2.221646340234917361e-03,5.917808547307231715e-01,1.574262553396752473e-01
9.161664783370250253e-01,4.537545808883747256e-02,1.515154797577749068e-01,9.985237003851635817e-01
4.971283051174913981e-01,1.937427557033858383e-01,7.980145532010118892e-01,9.101031309691942628e-01
7.626946272044310415e-01,5.206347396058974564e-02,5.811456876191478660e-01,4.274623838345471549e-01
6.299384360347982659e-01,3.931493775172208993e-01,7.001211459103865442e-01,2.996191075782305147e-01
9.137017368226136860e-01,4.766996377386166772e-01,8.955890292064594416e-02,2.664040494081939547e-01
8.233833818587084075e-01,3.655136831441496703e-02,1.629216331055951539e-01,3.299021339567407285e-01
5.467298077056623740e-01,5.413374336480080151e-01,3.059646018942813184e-01,4.584937505821989889e-01
4.521380092613571655e-01,5.727274831883670814e-01,3.972655258850377180e-04,5.515319626675490028e-01
6.730583066029665051e-01,1.663620335761041291e-01,7.206880439848980524e-01,1.068145743195284547e-01
2.296818312484545377e-01,7.647990349656560438e-01,1.021608068940130787e-01,4.239002340083466436e-01
2.715233676136664664e-01,6.271915499781783865e-01,8.021937247676915739e-01,3.619190096147755220e-01
7.988166717334347355e-01,8.477838106871755652e-01,2.180976658658224654e-01,1.961442057987458076e-01
9.165517694204426968e-01,6.624387021138564702e-01,2.730950409158142689e-01,6.847664108045548037e-02
7.395464908946662863e-01,7.018460273766280455e-01,8.790703586554521332e-01,5.981792473691561751e-01
7.135783848570323995e-01,8.781382044819016075e-01,1.044375863823120421e-01,3.126590578976807810e-01
5.892647091374778601e-01,5.519160776056408757e-03,7.994101883079343107e-01,9.157229724326956255e-01
1.678682599410932230e-01,9.082357126704043715e-01,2.199819115475786235e-01,1.737468328905920067e-01
9.373987440532670634e-01,8.910947712540416843e-01,4.273897789296041694e-01,4.100054249877815860e-02
4.042064852516237261e-01,6.498107499542080667e-01,8.019968856456837214e-01,3.531924950954873355e-01
6.523533152544225278e-02,1.637309309059550300e-01,9.137374793107888582e-01,7.659575181066307081e-01
5.965320086443316461e-01,3.540724458322824786e-01,4.402760421749543074e-01,4.573323801896026497e-01
9.543428656742186655e-01,9.467212644818467915e-02,9.045739314752402338e-01,9.077772752132127199e-01
2.563567567096509681e-01,8.104922887723232661e-01,9.830271232404605986e-01,2.092344770503473672e-01
4.602465304301917026e-02,9.903397167432665960e-01,5.229475490846069441e-02,9.538499002592251141e-01
1.623133422638154411e-01,2.688074820268184784e-01,4.570786567484417251e-01,9.161910022642654194e-01
8.641089441702931584e-02,4.027560237574184798e-01,4.346899867449903754e-01,2.083127822210468771e-01
8.778893466946099400e-01,8.752760378258250817e-01,8.186746574098641149e-01,6.955692357812883753e-01
9.414225168381654685e-01,3.821154236326048670e-01,8.364423789796453512e-01,8.232756846287394570e-01
